26,0,0
26,20,0
40,0,3
40,20,3
46,0,0
46,20,0
50,0,0
50,20,0
61,0,1
61,20,1
83,0,0
83,20,0
83,0,0
83,20,0
93,0,3
93,20,3
110,0,1
110,20,1
20,0,4
20,20,4
8,0,7
8,20,7
5,0,18
5,20,18
0,0,31
0,20,31
4,0,38
4,20,38
7,0,48
7,20,48
117,0,52
117,20,52
13,0,51
13,20,51
19,0,53
19,20,53
45,0,54
45,20,54
86,0,53
86,20,53
111,0,53
111,20,53
29,0,57
29,20,57
35,0,57
35,20,57
77,0,56
77,20,56
