11,0,1
11,20,1
23,0,2
23,20,2
28,0,2
28,20,2
44,0,0
44,20,0
1,0,4
1,20,4
61,0,6
61,20,6
0,0,11
0,20,11
61,0,13
61,20,13
0,0,21
0,20,21
66,0,28
66,20,28
2,0,32
2,20,32
3,0,34
3,20,34
60,0,35
60,20,35
70,0,35
70,20,35
11,0,36
11,20,36
31,0,37
31,20,37
49,0,35
49,20,35
70,0,35
70,20,35
24,0,38
24,20,38
